,ofi_multi_L3_AAPL,ofi_int_10s_AAPL
2024-10-21 12:32:26+00:00,-165.0,-203.0
2024-10-21 12:32:34+00:00,301.0,136.0
2024-10-21 12:32:36+00:00,-106.0,195.0
2024-10-21 12:32:38+00:00,400.0,595.0
2024-10-21 12:32:48+00:00,200.0,200.0
2024-10-21 12:32:54+00:00,200.0,400.0
2024-10-21 12:33:00+00:00,5.0,205.0
2024-10-21 12:33:04+00:00,19.0,24.0
2024-10-21 12:33:06+00:00,-64.0,-40.0
2024-10-21 12:33:08+00:00,2.0,-38.0
2024-10-21 12:33:12+00:00,0.0,-43.0
2024-10-21 12:33:14+00:00,400.0,338.0
2024-10-21 12:33:20+00:00,-168.0,232.0
2024-10-21 12:33:22+00:00,0.0,232.0
2024-10-21 12:33:24+00:00,193.0,25.0
2024-10-21 12:33:26+00:00,-232.0,-207.0
2024-10-21 12:33:28+00:00,600.0,393.0
2024-10-21 12:33:36+00:00,-200.0,400.0
2024-10-21 12:33:38+00:00,-1.0,-201.0
2024-10-21 12:33:40+00:00,0.0,-201.0
2024-10-21 12:33:48+00:00,3.0,3.0
2024-10-21 12:33:50+00:00,600.0,603.0
2024-10-21 12:33:52+00:00,-216.0,387.0
2024-10-21 12:33:56+00:00,0.0,387.0
2024-10-21 12:33:58+00:00,-400.0,-16.0
2024-10-21 12:34:02+00:00,-201.0,-601.0
2024-10-21 12:34:04+00:00,-201.0,-802.0
2024-10-21 12:34:06+00:00,-400.0,-1202.0
2024-10-21 12:34:10+00:00,0.0,-802.0
2024-10-21 12:34:12+00:00,207.0,-394.0
2024-10-21 12:34:14+00:00,0.0,-193.0
2024-10-21 12:34:18+00:00,200.0,407.0
2024-10-21 12:34:20+00:00,-200.0,207.0
2024-10-21 12:34:24+00:00,0.0,0.0
2024-10-21 12:34:26+00:00,0.0,0.0
2024-10-21 12:34:28+00:00,7.0,-193.0
2024-10-21 12:34:30+00:00,0.0,7.0
2024-10-21 12:34:32+00:00,193.0,200.0
2024-10-21 12:34:34+00:00,-200.0,0.0
2024-10-21 12:34:36+00:00,200.0,200.0
2024-10-21 12:34:38+00:00,200.0,393.0
2024-10-21 12:34:40+00:00,-100.0,293.0
2024-10-21 12:34:42+00:00,-200.0,-100.0
2024-10-21 12:34:44+00:00,7.0,107.0
2024-10-21 12:34:50+00:00,35.0,-158.0
2024-10-21 12:34:54+00:00,0.0,35.0
2024-10-21 12:34:56+00:00,-207.0,-172.0
2024-10-21 12:35:00+00:00,400.0,193.0
2024-10-21 12:35:04+00:00,0.0,193.0
2024-10-21 12:35:06+00:00,7.0,407.0
2024-10-21 12:35:10+00:00,-35.0,-28.0
2024-10-21 12:35:12+00:00,393.0,365.0
2024-10-21 12:35:18+00:00,0.0,358.0
2024-10-21 12:35:20+00:00,7.0,400.0
2024-10-21 12:35:22+00:00,0.0,7.0
2024-10-21 12:35:24+00:00,293.0,300.0
2024-10-21 12:35:38+00:00,-100.0,-100.0
2024-10-21 12:35:46+00:00,-100.0,-200.0
2024-10-21 12:35:48+00:00,0.0,-100.0
2024-10-21 12:35:50+00:00,-400.0,-500.0
2024-10-21 12:35:54+00:00,104.0,-396.0
2024-10-21 12:35:56+00:00,0.0,-296.0
2024-10-21 12:35:58+00:00,-100.0,-396.0
2024-10-21 12:36:00+00:00,200.0,204.0
2024-10-21 12:36:02+00:00,0.0,204.0
2024-10-21 12:36:06+00:00,-200.0,-100.0
2024-10-21 12:36:08+00:00,-200.0,-200.0
2024-10-21 12:36:10+00:00,4.0,-396.0
2024-10-21 12:36:42+00:00,-200.0,-200.0
2024-10-21 12:36:50+00:00,200.0,0.0
2024-10-21 12:36:52+00:00,100.0,300.0
2024-10-21 12:36:54+00:00,200.0,500.0
2024-10-21 12:36:56+00:00,0.0,500.0
2024-10-21 12:36:58+00:00,401.0,901.0
2024-10-21 12:37:00+00:00,152.0,853.0
2024-10-21 12:37:02+00:00,-200.0,553.0
2024-10-21 12:37:04+00:00,2.0,355.0
2024-10-21 12:37:08+00:00,14.0,-32.0
2024-10-21 12:37:10+00:00,0.0,-184.0
2024-10-21 12:37:16+00:00,0.0,14.0
2024-10-21 12:37:18+00:00,0.0,0.0
2024-10-21 12:37:24+00:00,0.0,0.0
2024-10-21 12:37:26+00:00,0.0,0.0
2024-10-21 12:37:36+00:00,0.0,0.0
2024-10-21 12:37:38+00:00,200.0,200.0
2024-10-21 12:37:42+00:00,-200.0,0.0
2024-10-21 12:37:46+00:00,-50.0,-50.0
2024-10-21 12:37:48+00:00,424.0,174.0
2024-10-21 12:37:50+00:00,0.0,174.0
2024-10-21 12:37:54+00:00,400.0,774.0
2024-10-21 12:37:56+00:00,0.0,824.0
2024-10-21 12:38:00+00:00,-400.0,0.0
2024-10-21 12:38:02+00:00,-480.0,-480.0
2024-10-21 12:38:12+00:00,3.0,3.0
2024-10-21 12:38:18+00:00,0.0,3.0
2024-10-21 12:38:20+00:00,-470.0,-467.0
2024-10-21 12:38:22+00:00,200.0,-270.0
2024-10-21 12:38:24+00:00,0.0,-270.0
2024-10-21 12:38:26+00:00,-200.0,-470.0
2024-10-21 12:38:28+00:00,40.0,-430.0
2024-10-21 12:38:30+00:00,-400.0,-360.0
2024-10-21 12:38:32+00:00,279.0,-281.0
2024-10-21 12:38:34+00:00,-56.0,-337.0
2024-10-21 12:38:36+00:00,-31.0,-168.0
2024-10-21 12:38:38+00:00,200.0,-8.0
2024-10-21 12:38:40+00:00,0.0,392.0
2024-10-21 12:38:52+00:00,12.0,12.0
2024-10-21 12:38:54+00:00,-200.0,-188.0
2024-10-21 12:38:56+00:00,200.0,12.0
2024-10-21 12:39:00+00:00,0.0,12.0
2024-10-21 12:39:04+00:00,59.0,259.0
2024-10-21 12:39:06+00:00,47.0,106.0
2024-10-21 12:39:12+00:00,0.0,106.0
2024-10-21 12:39:16+00:00,-200.0,-200.0
2024-10-21 12:39:18+00:00,200.0,0.0
2024-10-21 12:39:20+00:00,-69.0,-69.0
2024-10-21 12:39:30+00:00,-202.0,-202.0
2024-10-21 12:39:32+00:00,200.0,-2.0
2024-10-21 12:39:34+00:00,200.0,198.0
2024-10-21 12:39:38+00:00,-200.0,-2.0
2024-10-21 12:39:42+00:00,0.0,0.0
2024-10-21 12:40:00+00:00,0.0,0.0
2024-10-21 12:40:02+00:00,-69.0,-69.0
2024-10-21 12:40:06+00:00,6.0,-63.0
2024-10-21 12:40:16+00:00,202.0,202.0
2024-10-21 12:40:20+00:00,0.0,202.0
2024-10-21 12:40:22+00:00,100.0,302.0
2024-10-21 12:40:26+00:00,-100.0,0.0
2024-10-21 12:40:28+00:00,-2.0,-2.0
2024-10-21 12:40:30+00:00,-2.0,-4.0
2024-10-21 12:40:36+00:00,4.0,0.0
2024-10-21 12:40:40+00:00,4.0,8.0
2024-10-21 12:40:42+00:00,100.0,108.0
2024-10-21 12:40:44+00:00,0.0,108.0
2024-10-21 12:40:46+00:00,-100.0,4.0
2024-10-21 12:40:48+00:00,0.0,4.0
2024-10-21 12:40:50+00:00,0.0,0.0
2024-10-21 12:40:52+00:00,0.0,-100.0
2024-10-21 12:40:54+00:00,0.0,-100.0
2024-10-21 12:40:56+00:00,-200.0,-200.0
2024-10-21 12:41:00+00:00,0.0,-200.0
2024-10-21 12:41:02+00:00,95.0,-105.0
2024-10-21 12:41:06+00:00,0.0,95.0
2024-10-21 12:41:24+00:00,200.0,200.0
2024-10-21 12:41:32+00:00,0.0,200.0
2024-10-21 12:41:36+00:00,48.0,48.0
2024-10-21 12:41:38+00:00,-48.0,0.0
2024-10-21 12:41:40+00:00,0.0,0.0
2024-10-21 12:41:44+00:00,0.0,0.0
2024-10-21 12:41:46+00:00,0.0,-48.0
2024-10-21 12:41:48+00:00,154.0,154.0
2024-10-21 12:41:50+00:00,-100.0,54.0
2024-10-21 12:41:54+00:00,0.0,54.0
2024-10-21 12:42:00+00:00,200.0,200.0
2024-10-21 12:42:06+00:00,-100.0,100.0
2024-10-21 12:42:10+00:00,195.0,95.0
2024-10-21 12:42:14+00:00,0.0,95.0
2024-10-21 12:42:16+00:00,0.0,195.0
2024-10-21 12:42:18+00:00,220.0,415.0
2024-10-21 12:42:20+00:00,200.0,420.0
2024-10-21 12:42:22+00:00,100.0,520.0
2024-10-21 12:42:26+00:00,-100.0,420.0
2024-10-21 12:42:30+00:00,-20.0,-20.0
2024-10-21 12:42:36+00:00,-105.0,-125.0
2024-10-21 12:42:38+00:00,0.0,-125.0
2024-10-21 12:42:40+00:00,0.0,-105.0
2024-10-21 12:42:42+00:00,200.0,95.0
2024-10-21 12:43:00+00:00,0.0,0.0
2024-10-21 12:43:02+00:00,200.0,200.0
2024-10-21 12:43:04+00:00,-72.0,128.0
2024-10-21 12:43:06+00:00,200.0,328.0
2024-10-21 12:43:08+00:00,600.0,928.0
2024-10-21 12:43:12+00:00,200.0,928.0
2024-10-21 12:43:18+00:00,200.0,400.0
2024-10-21 12:43:26+00:00,-50.0,150.0
2024-10-21 12:43:28+00:00,400.0,350.0
2024-10-21 12:43:30+00:00,200.0,550.0
2024-10-21 12:43:32+00:00,65.0,615.0
2024-10-21 12:43:48+00:00,-65.0,-65.0
2024-10-21 12:43:54+00:00,0.0,-65.0
2024-10-21 12:43:58+00:00,235.0,235.0
2024-10-21 12:44:00+00:00,-162.0,73.0
2024-10-21 12:44:02+00:00,200.0,273.0
2024-10-21 12:44:10+00:00,-448.0,-248.0
2024-10-21 12:44:22+00:00,1.0,1.0
2024-10-21 12:44:24+00:00,-284.0,-283.0
2024-10-21 12:44:28+00:00,0.0,-283.0
2024-10-21 12:44:36+00:00,92.0,92.0
2024-10-21 12:44:42+00:00,-200.0,-108.0
2024-10-21 12:44:44+00:00,200.0,92.0
2024-10-21 12:44:48+00:00,0.0,0.0
2024-10-21 12:44:56+00:00,-100.0,-100.0
2024-10-21 12:44:58+00:00,-90.0,-190.0
2024-10-21 12:45:00+00:00,276.0,86.0
2024-10-21 12:45:02+00:00,200.0,286.0
2024-10-21 12:45:04+00:00,-185.0,101.0
2024-10-21 12:45:06+00:00,60.0,261.0
2024-10-21 12:45:08+00:00,40.0,391.0
2024-10-21 12:45:10+00:00,0.0,115.0
2024-10-21 12:45:16+00:00,400.0,440.0
2024-10-21 12:45:38+00:00,-200.0,-200.0
2024-10-21 12:45:40+00:00,200.0,0.0
2024-10-21 12:45:42+00:00,-400.0,-400.0
2024-10-21 12:45:46+00:00,0.0,-400.0
2024-10-21 12:46:00+00:00,200.0,200.0
2024-10-21 12:46:10+00:00,-200.0,-200.0
2024-10-21 12:46:12+00:00,-179.0,-379.0
2024-10-21 12:46:16+00:00,0.0,-379.0
2024-10-21 12:46:18+00:00,-21.0,-400.0
2024-10-21 12:46:22+00:00,400.0,379.0
2024-10-21 12:46:24+00:00,0.0,379.0
2024-10-21 12:46:26+00:00,200.0,579.0
2024-10-21 12:46:30+00:00,1.0,601.0
2024-10-21 12:46:36+00:00,602.0,603.0
2024-10-21 12:46:40+00:00,-200.0,402.0
2024-10-21 12:46:42+00:00,0.0,402.0
2024-10-21 12:46:46+00:00,-200.0,-400.0
2024-10-21 12:46:52+00:00,0.0,-200.0
2024-10-21 12:47:00+00:00,0.0,0.0
2024-10-21 12:47:02+00:00,200.0,200.0
2024-10-21 12:47:08+00:00,-466.0,-266.0
2024-10-21 12:47:10+00:00,183.0,-83.0
2024-10-21 12:47:14+00:00,-200.0,-483.0
2024-10-21 12:47:18+00:00,-17.0,-34.0
2024-10-21 12:47:24+00:00,-201.0,-218.0
2024-10-21 12:47:26+00:00,-198.0,-416.0
2024-10-21 12:47:28+00:00,-300.0,-699.0
2024-10-21 12:47:30+00:00,400.0,-299.0
2024-10-21 12:47:34+00:00,-300.0,-398.0
2024-10-21 12:47:36+00:00,0.0,-200.0
2024-10-21 12:47:38+00:00,0.0,100.0
2024-10-21 12:47:40+00:00,200.0,-100.0
2024-10-21 12:48:06+00:00,-400.0,-400.0
2024-10-21 12:48:08+00:00,128.0,-272.0
2024-10-21 12:48:12+00:00,-300.0,-572.0
2024-10-21 12:48:16+00:00,200.0,28.0
2024-10-21 12:48:18+00:00,-172.0,-272.0
2024-10-21 12:48:20+00:00,210.0,-62.0
2024-10-21 12:48:26+00:00,-98.0,-60.0
2024-10-21 12:48:28+00:00,200.0,312.0
2024-10-21 12:48:30+00:00,200.0,302.0
2024-10-21 12:48:32+00:00,-120.0,182.0
2024-10-21 12:48:36+00:00,192.0,472.0
2024-10-21 12:48:38+00:00,-200.0,72.0
2024-10-21 12:48:40+00:00,-600.0,-728.0
2024-10-21 12:48:42+00:00,400.0,-208.0
2024-10-21 12:48:44+00:00,-400.0,-608.0
2024-10-21 12:48:46+00:00,400.0,-400.0
2024-10-21 12:48:58+00:00,100.0,100.0
2024-10-21 12:49:02+00:00,-200.0,-100.0
2024-10-21 12:49:06+00:00,100.0,0.0
2024-10-21 12:49:08+00:00,500.0,400.0
2024-10-21 12:49:10+00:00,12.0,412.0
2024-10-21 12:49:12+00:00,200.0,812.0
2024-10-21 12:49:14+00:00,-200.0,612.0
2024-10-21 12:49:16+00:00,100.0,612.0
2024-10-21 12:49:20+00:00,100.0,200.0
2024-10-21 12:49:26+00:00,400.0,500.0
2024-10-21 12:49:28+00:00,-128.0,372.0
2024-10-21 12:49:30+00:00,100.0,372.0
2024-10-21 12:49:38+00:00,-441.0,-341.0
2024-10-21 12:49:42+00:00,-100.0,-541.0
2024-10-21 12:49:46+00:00,147.0,-394.0
2024-10-21 12:49:48+00:00,-521.0,-474.0
2024-10-21 12:49:58+00:00,-3.0,-3.0
2024-10-21 12:50:00+00:00,-400.0,-403.0
2024-10-21 12:50:02+00:00,0.0,-403.0
2024-10-21 12:50:08+00:00,300.0,-100.0
2024-10-21 12:50:10+00:00,0.0,300.0
2024-10-21 12:50:12+00:00,100.0,400.0
2024-10-21 12:50:14+00:00,-160.0,240.0
2024-10-21 12:50:16+00:00,180.0,420.0
2024-10-21 12:50:18+00:00,194.0,314.0
2024-10-21 12:50:20+00:00,0.0,314.0
2024-10-21 12:50:22+00:00,-100.0,114.0
2024-10-21 12:50:26+00:00,400.0,494.0
2024-10-21 12:50:30+00:00,100.0,400.0
2024-10-21 12:50:36+00:00,-200.0,-100.0
2024-10-21 12:50:44+00:00,200.0,0.0
2024-10-21 12:50:48+00:00,0.0,200.0
2024-10-21 12:50:54+00:00,-100.0,-100.0
2024-10-21 12:50:58+00:00,-100.0,-200.0
2024-10-21 12:51:00+00:00,-100.0,-300.0
2024-10-21 12:51:02+00:00,200.0,-100.0
2024-10-21 12:51:10+00:00,100.0,300.0
2024-10-21 12:51:12+00:00,200.0,300.0
2024-10-21 12:51:16+00:00,-220.0,80.0
2024-10-21 12:51:18+00:00,200.0,280.0
2024-10-21 12:51:22+00:00,-100.0,-120.0
2024-10-21 12:51:24+00:00,300.0,180.0
2024-10-21 12:51:26+00:00,-400.0,0.0
2024-10-21 12:51:32+00:00,100.0,0.0
2024-10-21 12:51:36+00:00,100.0,200.0
2024-10-21 12:51:38+00:00,200.0,400.0
2024-10-21 12:51:40+00:00,-77.0,323.0
2024-10-21 12:51:44+00:00,-44.0,179.0
2024-10-21 12:51:46+00:00,277.0,356.0
2024-10-21 12:51:48+00:00,146.0,302.0
2024-10-21 12:51:52+00:00,-60.0,319.0
2024-10-21 12:51:56+00:00,-200.0,-114.0
2024-10-21 12:52:06+00:00,0.0,0.0
2024-10-21 12:52:14+00:00,200.0,200.0
2024-10-21 12:52:18+00:00,-162.0,38.0
2024-10-21 12:52:20+00:00,4.0,42.0
2024-10-21 12:52:28+00:00,31.0,35.0
2024-10-21 12:52:32+00:00,179.0,210.0
2024-10-21 12:52:40+00:00,0.0,179.0
2024-10-21 12:52:52+00:00,28.0,28.0
2024-10-21 12:52:54+00:00,-143.0,-115.0
2024-10-21 12:52:56+00:00,106.0,-9.0
2024-10-21 12:52:58+00:00,400.0,391.0
2024-10-21 12:53:00+00:00,-12.0,379.0
2024-10-21 12:53:02+00:00,400.0,751.0
2024-10-21 12:53:10+00:00,-400.0,0.0
2024-10-21 12:53:26+00:00,99.0,99.0
2024-10-21 12:53:28+00:00,-200.0,-101.0
2024-10-21 12:53:34+00:00,-200.0,-301.0
2024-10-21 12:53:38+00:00,-100.0,-300.0
2024-10-21 12:53:42+00:00,-192.0,-492.0
2024-10-21 12:53:58+00:00,-200.0,-200.0
2024-10-21 12:54:00+00:00,400.0,200.0
2024-10-21 12:54:04+00:00,-11.0,189.0
2024-10-21 12:54:14+00:00,1.0,1.0
2024-10-21 12:54:22+00:00,10.0,11.0
2024-10-21 12:54:28+00:00,200.0,210.0
2024-10-21 12:54:32+00:00,3.0,203.0
2024-10-21 12:54:40+00:00,225.0,228.0
2024-10-21 12:54:42+00:00,200.0,425.0
2024-10-21 12:54:54+00:00,-221.0,-221.0
2024-10-21 12:54:56+00:00,25.0,-196.0
2024-10-21 12:54:58+00:00,-4.0,-200.0
2024-10-21 12:55:04+00:00,375.0,396.0
2024-10-21 12:55:06+00:00,-477.0,-106.0
2024-10-21 12:55:08+00:00,-11.0,-113.0
2024-10-21 12:55:12+00:00,400.0,287.0
2024-10-21 12:55:14+00:00,-211.0,-299.0
2024-10-21 12:55:16+00:00,200.0,378.0
2024-10-21 12:55:20+00:00,200.0,589.0
2024-10-21 12:55:22+00:00,-11.0,178.0
2024-10-21 12:55:24+00:00,200.0,589.0
2024-10-21 12:55:26+00:00,0.0,389.0
2024-10-21 12:55:36+00:00,-200.0,-200.0
2024-10-21 12:55:42+00:00,0.0,-200.0
2024-10-21 12:55:44+00:00,0.0,-200.0
2024-10-21 12:55:48+00:00,91.0,91.0
2024-10-21 12:55:50+00:00,21.0,112.0
2024-10-21 12:56:02+00:00,200.0,200.0
2024-10-21 12:56:06+00:00,200.0,400.0
2024-10-21 12:56:08+00:00,0.0,400.0
2024-10-21 12:56:22+00:00,-80.0,-80.0
2024-10-21 12:56:28+00:00,-9.0,-89.0
2024-10-21 12:56:42+00:00,-25.0,-25.0
2024-10-21 12:56:48+00:00,558.0,533.0
2024-10-21 12:56:52+00:00,-200.0,358.0
2024-10-21 12:56:54+00:00,418.0,776.0
2024-10-21 12:56:56+00:00,-194.0,582.0
2024-10-21 12:57:02+00:00,-9.0,215.0
2024-10-21 12:57:06+00:00,0.0,-9.0
2024-10-21 12:57:10+00:00,0.0,-9.0
2024-10-21 12:57:28+00:00,-200.0,-200.0
2024-10-21 12:57:30+00:00,200.0,0.0
2024-10-21 12:57:32+00:00,0.0,0.0
2024-10-21 12:57:34+00:00,0.0,0.0
2024-10-21 12:57:36+00:00,22.0,22.0
2024-10-21 12:57:42+00:00,200.0,222.0
2024-10-21 12:57:48+00:00,0.0,200.0
2024-10-21 12:58:02+00:00,394.0,394.0
2024-10-21 12:58:04+00:00,98.0,492.0
2024-10-21 12:58:06+00:00,198.0,690.0
2024-10-21 12:58:10+00:00,-740.0,-50.0
2024-10-21 12:58:12+00:00,-9.0,-453.0
2024-10-21 12:58:14+00:00,-200.0,-751.0
2024-10-21 12:58:16+00:00,200.0,-749.0
2024-10-21 12:58:20+00:00,0.0,-9.0
2024-10-21 12:58:24+00:00,300.0,500.0
2024-10-21 12:58:38+00:00,205.0,205.0
2024-10-21 12:58:44+00:00,200.0,405.0
2024-10-21 12:58:52+00:00,-200.0,0.0
2024-10-21 12:58:54+00:00,5.0,-195.0
2024-10-21 12:58:56+00:00,395.0,200.0
2024-10-21 12:58:58+00:00,-98.0,102.0
2024-10-21 12:59:00+00:00,0.0,102.0
2024-10-21 12:59:02+00:00,0.0,302.0
2024-10-21 12:59:18+00:00,-195.0,-195.0
2024-10-21 12:59:28+00:00,198.0,198.0
2024-10-21 12:59:34+00:00,-5.0,193.0
2024-10-21 12:59:40+00:00,151.0,146.0
2024-10-21 12:59:58+00:00,0.0,0.0
2024-10-21 13:00:00+00:00,-200.0,-200.0
2024-10-21 13:00:02+00:00,-200.0,-400.0
2024-10-21 13:00:04+00:00,0.0,-400.0
2024-10-21 13:00:06+00:00,-200.0,-600.0
2024-10-21 13:00:08+00:00,400.0,-200.0
2024-10-21 13:00:12+00:00,-400.0,-200.0
2024-10-21 13:00:20+00:00,0.0,-400.0
2024-10-21 13:00:22+00:00,684.0,684.0
2024-10-21 13:00:24+00:00,-98.0,586.0
2024-10-21 13:00:36+00:00,202.0,202.0
2024-10-21 13:00:38+00:00,-98.0,104.0
2024-10-21 13:00:40+00:00,-400.0,-296.0
2024-10-21 13:00:46+00:00,-54.0,-552.0
2024-10-21 13:00:48+00:00,-100.0,-554.0
2024-10-21 13:00:54+00:00,0.0,-154.0
2024-10-21 13:00:58+00:00,0.0,0.0
2024-10-21 13:01:00+00:00,0.0,0.0
2024-10-21 13:01:02+00:00,400.0,400.0
2024-10-21 13:01:04+00:00,98.0,498.0
2024-10-21 13:01:06+00:00,-100.0,398.0
2024-10-21 13:01:08+00:00,0.0,398.0
2024-10-21 13:01:12+00:00,-119.0,-121.0
2024-10-21 13:01:14+00:00,281.0,62.0
2024-10-21 13:01:22+00:00,400.0,681.0
2024-10-21 13:01:30+00:00,0.0,400.0
2024-10-21 13:01:36+00:00,-400.0,-400.0
2024-10-21 13:01:38+00:00,0.0,-400.0
2024-10-21 13:01:40+00:00,0.0,-400.0
2024-10-21 13:01:42+00:00,200.0,-200.0
2024-10-21 13:01:44+00:00,-300.0,-500.0
2024-10-21 13:01:46+00:00,-200.0,-300.0
2024-10-21 13:01:52+00:00,-5.0,-505.0
2024-10-21 13:01:54+00:00,100.0,-105.0
2024-10-21 13:01:56+00:00,-81.0,14.0
2024-10-21 13:01:58+00:00,0.0,14.0
2024-10-21 13:02:00+00:00,176.0,190.0
2024-10-21 13:02:02+00:00,-100.0,95.0
2024-10-21 13:02:04+00:00,-599.0,-604.0
2024-10-21 13:02:06+00:00,-401.0,-924.0
2024-10-21 13:02:12+00:00,300.0,-700.0
2024-10-21 13:02:14+00:00,-99.0,-200.0
2024-10-21 13:02:16+00:00,399.0,600.0
2024-10-21 13:02:18+00:00,-398.0,202.0
2024-10-21 13:02:20+00:00,500.0,702.0
2024-10-21 13:02:22+00:00,-195.0,207.0
2024-10-21 13:02:26+00:00,394.0,301.0
2024-10-21 13:02:28+00:00,-100.0,599.0
2024-10-21 13:02:38+00:00,29.0,29.0
2024-10-21 13:02:40+00:00,-232.0,-203.0
2024-10-21 13:02:42+00:00,-300.0,-503.0
2024-10-21 13:02:44+00:00,-2.0,-505.0
2024-10-21 13:02:54+00:00,300.0,300.0
2024-10-21 13:02:56+00:00,2.0,302.0
2024-10-21 13:03:00+00:00,0.0,302.0
2024-10-21 13:03:04+00:00,400.0,402.0
2024-10-21 13:03:06+00:00,204.0,604.0
2024-10-21 13:03:08+00:00,200.0,804.0
2024-10-21 13:03:10+00:00,-102.0,702.0
2024-10-21 13:03:12+00:00,-102.0,600.0
2024-10-21 13:03:14+00:00,86.0,286.0
2024-10-21 13:03:20+00:00,20.0,4.0
2024-10-21 13:03:22+00:00,-78.0,28.0
2024-10-21 13:03:24+00:00,200.0,142.0
2024-10-21 13:03:36+00:00,14.0,14.0
2024-10-21 13:03:40+00:00,-14.0,0.0
2024-10-21 13:03:44+00:00,200.0,200.0
2024-10-21 13:03:48+00:00,-144.0,42.0
2024-10-21 13:03:52+00:00,0.0,56.0
2024-10-21 13:03:58+00:00,16.0,16.0
2024-10-21 13:04:00+00:00,0.0,16.0
2024-10-21 13:04:02+00:00,-180.0,-164.0
2024-10-21 13:04:06+00:00,200.0,36.0
2024-10-21 13:04:12+00:00,-200.0,0.0
2024-10-21 13:04:16+00:00,203.0,3.0
2024-10-21 13:04:20+00:00,14.0,17.0
