,ofi_best_AAPL,ofi_int_10s_AAPL
2024-10-21 12:26:25+00:00,0.0,0.0
2024-10-21 12:26:31+00:00,0.0,0.0
2024-10-21 12:26:32+00:00,-69.0,-69.0
2024-10-21 12:26:33+00:00,0.0,-69.0
2024-10-21 12:26:40+00:00,0.0,-69.0
2024-10-21 12:26:42+00:00,0.0,0.0
2024-10-21 12:26:43+00:00,23.0,23.0
2024-10-21 12:26:44+00:00,0.0,23.0
2024-10-21 12:26:47+00:00,0.0,23.0
2024-10-21 12:26:53+00:00,0.0,0.0
2024-10-21 12:26:54+00:00,0.0,0.0
2024-10-21 12:27:04+00:00,0.0,0.0
2024-10-21 12:27:08+00:00,0.0,0.0
2024-10-21 12:27:15+00:00,0.0,0.0
2024-10-21 12:27:16+00:00,-23.0,-23.0
2024-10-21 12:27:17+00:00,-121.0,-144.0
2024-10-21 12:27:21+00:00,0.0,-144.0
2024-10-21 12:27:22+00:00,0.0,-144.0
2024-10-21 12:27:23+00:00,0.0,-144.0
2024-10-21 12:27:24+00:00,-7.0,-151.0
2024-10-21 12:27:25+00:00,0.0,-151.0
2024-10-21 12:27:26+00:00,0.0,-128.0
2024-10-21 12:27:28+00:00,0.0,-7.0
2024-10-21 12:27:29+00:00,193.0,186.0
2024-10-21 12:27:30+00:00,0.0,186.0
2024-10-21 12:27:37+00:00,0.0,193.0
2024-10-21 12:27:39+00:00,0.0,0.0
2024-10-21 12:27:40+00:00,0.0,0.0
2024-10-21 12:27:41+00:00,0.0,0.0
2024-10-21 12:27:46+00:00,0.0,0.0
2024-10-21 12:27:47+00:00,0.0,0.0
2024-10-21 12:27:50+00:00,4.0,4.0
2024-10-21 12:27:51+00:00,0.0,4.0
2024-10-21 12:27:52+00:00,100.0,104.0
2024-10-21 12:27:53+00:00,0.0,104.0
2024-10-21 12:27:55+00:00,0.0,104.0
2024-10-21 12:27:57+00:00,0.0,104.0
2024-10-21 12:27:59+00:00,0.0,104.0
2024-10-21 12:28:13+00:00,-100.0,-100.0
2024-10-21 12:28:15+00:00,0.0,-100.0
2024-10-21 12:28:16+00:00,0.0,-100.0
2024-10-21 12:28:18+00:00,0.0,-100.0
2024-10-21 12:28:21+00:00,0.0,-100.0
2024-10-21 12:28:32+00:00,0.0,0.0
2024-10-21 12:28:35+00:00,0.0,0.0
2024-10-21 12:28:42+00:00,0.0,0.0
2024-10-21 12:28:45+00:00,0.0,0.0
2024-10-21 12:28:48+00:00,0.0,0.0
2024-10-21 12:28:55+00:00,100.0,100.0
2024-10-21 12:28:56+00:00,0.0,100.0
2024-10-21 12:28:57+00:00,-100.0,0.0
2024-10-21 12:28:58+00:00,200.0,200.0
2024-10-21 12:29:01+00:00,0.0,200.0
2024-10-21 12:29:04+00:00,-97.0,103.0
2024-10-21 12:29:07+00:00,57.0,160.0
2024-10-21 12:29:08+00:00,-30.0,-70.0
2024-10-21 12:29:09+00:00,77.0,7.0
2024-10-21 12:29:11+00:00,0.0,7.0
2024-10-21 12:29:12+00:00,0.0,7.0
2024-10-21 12:29:14+00:00,0.0,104.0
2024-10-21 12:29:16+00:00,0.0,104.0
2024-10-21 12:29:26+00:00,0.0,0.0
2024-10-21 12:29:49+00:00,19.0,19.0
2024-10-21 12:29:50+00:00,0.0,19.0
2024-10-21 12:29:51+00:00,-19.0,0.0
2024-10-21 12:29:54+00:00,0.0,0.0
2024-10-21 12:29:55+00:00,200.0,200.0
2024-10-21 12:30:01+00:00,0.0,200.0
2024-10-21 12:30:09+00:00,0.0,0.0
2024-10-21 12:30:10+00:00,300.0,300.0
2024-10-21 12:30:11+00:00,0.0,300.0
2024-10-21 12:30:12+00:00,0.0,300.0
2024-10-21 12:30:13+00:00,0.0,300.0
2024-10-21 12:30:33+00:00,2.0,2.0
2024-10-21 12:30:34+00:00,0.0,2.0
2024-10-21 12:30:35+00:00,0.0,2.0
2024-10-21 12:30:36+00:00,0.0,2.0
2024-10-21 12:30:37+00:00,-2.0,0.0
2024-10-21 12:30:40+00:00,200.0,200.0
2024-10-21 12:30:41+00:00,0.0,200.0
2024-10-21 12:30:42+00:00,0.0,200.0
2024-10-21 12:30:43+00:00,2.0,200.0
2024-10-21 12:30:51+00:00,-2.0,0.0
2024-10-21 12:30:53+00:00,7.0,5.0
2024-10-21 12:30:54+00:00,0.0,5.0
2024-10-21 12:30:57+00:00,0.0,5.0
2024-10-21 12:30:59+00:00,0.0,5.0
2024-10-21 12:31:00+00:00,-7.0,-2.0
2024-10-21 12:31:01+00:00,100.0,100.0
2024-10-21 12:31:02+00:00,7.0,107.0
2024-10-21 12:31:03+00:00,0.0,100.0
2024-10-21 12:31:05+00:00,0.0,100.0
2024-10-21 12:31:10+00:00,77.0,184.0
2024-10-21 12:31:12+00:00,-77.0,0.0
2024-10-21 12:31:13+00:00,0.0,0.0
2024-10-21 12:31:15+00:00,0.0,0.0
2024-10-21 12:31:16+00:00,10.0,10.0
2024-10-21 12:31:18+00:00,0.0,10.0
2024-10-21 12:31:19+00:00,0.0,10.0
2024-10-21 12:31:20+00:00,0.0,-67.0
2024-10-21 12:31:22+00:00,0.0,10.0
2024-10-21 12:31:27+00:00,0.0,0.0
2024-10-21 12:31:31+00:00,5.0,5.0
2024-10-21 12:31:33+00:00,0.0,5.0
2024-10-21 12:31:36+00:00,0.0,5.0
2024-10-21 12:31:38+00:00,0.0,5.0
2024-10-21 12:31:39+00:00,0.0,5.0
2024-10-21 12:31:40+00:00,0.0,5.0
2024-10-21 12:31:41+00:00,0.0,0.0
2024-10-21 12:31:45+00:00,5.0,5.0
2024-10-21 12:31:48+00:00,-15.0,-10.0
2024-10-21 12:31:49+00:00,0.0,-10.0
2024-10-21 12:31:51+00:00,0.0,-10.0
2024-10-21 12:31:52+00:00,0.0,-10.0
2024-10-21 12:31:55+00:00,-193.0,-208.0
2024-10-21 12:32:04+00:00,0.0,-193.0
2024-10-21 12:32:05+00:00,40.0,40.0
2024-10-21 12:32:06+00:00,0.0,40.0
2024-10-21 12:32:07+00:00,0.0,40.0
2024-10-21 12:32:08+00:00,0.0,40.0
2024-10-21 12:32:11+00:00,-5.0,35.0
2024-10-21 12:32:14+00:00,10.0,45.0
2024-10-21 12:32:18+00:00,-38.0,-33.0
2024-10-21 12:32:20+00:00,0.0,-33.0
2024-10-21 12:32:23+00:00,0.0,-28.0
2024-10-21 12:32:27+00:00,35.0,-3.0
2024-10-21 12:32:35+00:00,95.0,130.0
2024-10-21 12:32:37+00:00,0.0,95.0
2024-10-21 12:32:38+00:00,400.0,495.0
2024-10-21 12:32:48+00:00,400.0,400.0
2024-10-21 12:32:55+00:00,0.0,400.0
2024-10-21 12:33:01+00:00,5.0,5.0
2024-10-21 12:33:05+00:00,19.0,24.0
2024-10-21 12:33:06+00:00,36.0,60.0
2024-10-21 12:33:07+00:00,0.0,60.0
2024-10-21 12:33:09+00:00,2.0,62.0
2024-10-21 12:33:12+00:00,0.0,57.0
2024-10-21 12:33:14+00:00,0.0,57.0
2024-10-21 12:33:15+00:00,0.0,38.0
2024-10-21 12:33:21+00:00,0.0,0.0
2024-10-21 12:33:22+00:00,0.0,0.0
2024-10-21 12:33:24+00:00,0.0,0.0
2024-10-21 12:33:26+00:00,0.0,0.0
2024-10-21 12:33:28+00:00,0.0,0.0
2024-10-21 12:33:29+00:00,0.0,0.0
2024-10-21 12:33:36+00:00,0.0,0.0
2024-10-21 12:33:39+00:00,-1.0,-1.0
2024-10-21 12:33:41+00:00,0.0,-1.0
2024-10-21 12:33:48+00:00,15.0,14.0
2024-10-21 12:33:49+00:00,3.0,18.0
2024-10-21 12:33:50+00:00,0.0,18.0
2024-10-21 12:33:51+00:00,0.0,18.0
2024-10-21 12:33:52+00:00,-2.0,16.0
2024-10-21 12:33:53+00:00,0.0,16.0
2024-10-21 12:33:56+00:00,0.0,16.0
2024-10-21 12:33:59+00:00,0.0,-2.0
2024-10-21 12:34:02+00:00,-1.0,-1.0
2024-10-21 12:34:04+00:00,-201.0,-202.0
2024-10-21 12:34:06+00:00,0.0,-202.0
2024-10-21 12:34:11+00:00,0.0,-202.0
2024-10-21 12:34:13+00:00,200.0,-1.0
2024-10-21 12:34:14+00:00,0.0,200.0
2024-10-21 12:34:18+00:00,200.0,400.0
2024-10-21 12:34:21+00:00,0.0,400.0
2024-10-21 12:34:24+00:00,0.0,200.0
2024-10-21 12:34:26+00:00,0.0,200.0
2024-10-21 12:34:28+00:00,0.0,0.0
2024-10-21 12:34:31+00:00,0.0,0.0
2024-10-21 12:34:33+00:00,200.0,200.0
2024-10-21 12:34:35+00:00,-200.0,0.0
2024-10-21 12:34:37+00:00,200.0,200.0
2024-10-21 12:34:38+00:00,0.0,200.0
2024-10-21 12:34:39+00:00,0.0,200.0
2024-10-21 12:34:40+00:00,-100.0,100.0
2024-10-21 12:34:42+00:00,-200.0,-100.0
2024-10-21 12:34:44+00:00,7.0,-293.0
2024-10-21 12:34:51+00:00,35.0,-158.0
2024-10-21 12:34:54+00:00,0.0,35.0
2024-10-21 12:34:56+00:00,-7.0,28.0
2024-10-21 12:35:01+00:00,0.0,-7.0
2024-10-21 12:35:04+00:00,0.0,-7.0
2024-10-21 12:35:06+00:00,7.0,7.0
2024-10-21 12:35:10+00:00,-35.0,-28.0
2024-10-21 12:35:11+00:00,0.0,-28.0
2024-10-21 12:35:12+00:00,0.0,-28.0
2024-10-21 12:35:13+00:00,-7.0,-35.0
2024-10-21 12:35:18+00:00,0.0,-42.0
2024-10-21 12:35:20+00:00,7.0,0.0
2024-10-21 12:35:22+00:00,0.0,0.0
2024-10-21 12:35:23+00:00,0.0,7.0
2024-10-21 12:35:24+00:00,93.0,100.0
2024-10-21 12:35:39+00:00,-100.0,-100.0
2024-10-21 12:35:46+00:00,0.0,-100.0
2024-10-21 12:35:48+00:00,0.0,-100.0
2024-10-21 12:35:50+00:00,0.0,0.0
2024-10-21 12:35:54+00:00,4.0,4.0
2024-10-21 12:35:56+00:00,0.0,4.0
2024-10-21 12:35:59+00:00,-200.0,-196.0
2024-10-21 12:36:00+00:00,0.0,-196.0
2024-10-21 12:36:02+00:00,0.0,-196.0
2024-10-21 12:36:07+00:00,0.0,-200.0
2024-10-21 12:36:09+00:00,-200.0,-200.0
2024-10-21 12:36:10+00:00,4.0,-196.0
2024-10-21 12:36:43+00:00,0.0,0.0
2024-10-21 12:36:50+00:00,0.0,0.0
2024-10-21 12:36:53+00:00,100.0,100.0
2024-10-21 12:36:54+00:00,0.0,100.0
2024-10-21 12:36:56+00:00,0.0,100.0
2024-10-21 12:36:57+00:00,0.0,100.0
2024-10-21 12:36:58+00:00,0.0,100.0
2024-10-21 12:37:00+00:00,0.0,100.0
2024-10-21 12:37:01+00:00,-48.0,52.0
2024-10-21 12:37:02+00:00,0.0,52.0
2024-10-21 12:37:05+00:00,2.0,-46.0
2024-10-21 12:37:09+00:00,0.0,-46.0
2024-10-21 12:37:10+00:00,0.0,-46.0
2024-10-21 12:37:17+00:00,0.0,0.0
2024-10-21 12:37:19+00:00,0.0,0.0
2024-10-21 12:37:24+00:00,0.0,0.0
2024-10-21 12:37:25+00:00,0.0,0.0
2024-10-21 12:37:27+00:00,0.0,0.0
2024-10-21 12:37:36+00:00,0.0,0.0
2024-10-21 12:37:38+00:00,0.0,0.0
2024-10-21 12:37:39+00:00,0.0,0.0
2024-10-21 12:37:42+00:00,0.0,0.0
2024-10-21 12:37:47+00:00,-50.0,-50.0
2024-10-21 12:37:48+00:00,24.0,-26.0
2024-10-21 12:37:49+00:00,0.0,-26.0
2024-10-21 12:37:50+00:00,0.0,-26.0
2024-10-21 12:37:51+00:00,0.0,-26.0
2024-10-21 12:37:54+00:00,0.0,-26.0
2024-10-21 12:37:57+00:00,0.0,24.0
2024-10-21 12:38:00+00:00,0.0,0.0
2024-10-21 12:38:01+00:00,1.0,1.0
2024-10-21 12:38:02+00:00,0.0,1.0
2024-10-21 12:38:13+00:00,3.0,3.0
2024-10-21 12:38:18+00:00,0.0,3.0
2024-10-21 12:38:20+00:00,127.0,130.0
2024-10-21 12:38:21+00:00,0.0,130.0
2024-10-21 12:38:22+00:00,0.0,130.0
2024-10-21 12:38:24+00:00,0.0,127.0
2024-10-21 12:38:27+00:00,0.0,127.0
2024-10-21 12:38:28+00:00,40.0,167.0
2024-10-21 12:38:30+00:00,0.0,40.0
2024-10-21 12:38:31+00:00,0.0,40.0
2024-10-21 12:38:32+00:00,0.0,40.0
2024-10-21 12:38:33+00:00,-21.0,19.0
2024-10-21 12:38:34+00:00,11.0,30.0
2024-10-21 12:38:36+00:00,2.0,32.0
2024-10-21 12:38:38+00:00,0.0,-8.0
2024-10-21 12:38:41+00:00,0.0,-8.0
2024-10-21 12:38:53+00:00,12.0,12.0
2024-10-21 12:38:54+00:00,0.0,12.0
2024-10-21 12:38:57+00:00,0.0,12.0
2024-10-21 12:39:00+00:00,0.0,12.0
2024-10-21 12:39:05+00:00,-10.0,-10.0
2024-10-21 12:39:06+00:00,47.0,37.0
2024-10-21 12:39:13+00:00,0.0,37.0
2024-10-21 12:39:17+00:00,0.0,0.0
2024-10-21 12:39:18+00:00,0.0,0.0
2024-10-21 12:39:20+00:00,0.0,0.0
2024-10-21 12:39:30+00:00,-2.0,-2.0
2024-10-21 12:39:33+00:00,0.0,-2.0
2024-10-21 12:39:34+00:00,0.0,-2.0
2024-10-21 12:39:39+00:00,0.0,-2.0
2024-10-21 12:39:42+00:00,0.0,0.0
2024-10-21 12:40:00+00:00,0.0,0.0
2024-10-21 12:40:02+00:00,-69.0,-69.0
2024-10-21 12:40:06+00:00,0.0,-69.0
2024-10-21 12:40:16+00:00,200.0,200.0
2024-10-21 12:40:17+00:00,2.0,202.0
2024-10-21 12:40:21+00:00,0.0,202.0
2024-10-21 12:40:23+00:00,-100.0,102.0
2024-10-21 12:40:26+00:00,-100.0,-198.0
2024-10-21 12:40:29+00:00,98.0,-102.0
2024-10-21 12:40:30+00:00,-2.0,-104.0
2024-10-21 12:40:37+00:00,4.0,100.0
2024-10-21 12:40:40+00:00,5.0,9.0
2024-10-21 12:40:41+00:00,0.0,9.0
2024-10-21 12:40:43+00:00,0.0,9.0
2024-10-21 12:40:45+00:00,0.0,9.0
2024-10-21 12:40:46+00:00,0.0,9.0
2024-10-21 12:40:48+00:00,0.0,5.0
2024-10-21 12:40:49+00:00,0.0,5.0
2024-10-21 12:40:51+00:00,0.0,0.0
2024-10-21 12:40:53+00:00,0.0,0.0
2024-10-21 12:40:54+00:00,0.0,0.0
2024-10-21 12:40:56+00:00,0.0,0.0
2024-10-21 12:41:00+00:00,0.0,0.0
2024-10-21 12:41:02+00:00,95.0,95.0
2024-10-21 12:41:07+00:00,0.0,95.0
2024-10-21 12:41:24+00:00,0.0,0.0
2024-10-21 12:41:33+00:00,0.0,0.0
2024-10-21 12:41:36+00:00,0.0,0.0
2024-10-21 12:41:37+00:00,-100.0,-100.0
2024-10-21 12:41:39+00:00,0.0,-100.0
2024-10-21 12:41:40+00:00,0.0,-100.0
2024-10-21 12:41:44+00:00,0.0,-100.0
2024-10-21 12:41:47+00:00,0.0,0.0
2024-10-21 12:41:49+00:00,154.0,154.0
2024-10-21 12:41:50+00:00,-100.0,54.0
2024-10-21 12:41:54+00:00,0.0,54.0
2024-10-21 12:42:00+00:00,0.0,0.0
2024-10-21 12:42:01+00:00,0.0,0.0
2024-10-21 12:42:06+00:00,0.0,0.0
2024-10-21 12:42:10+00:00,0.0,0.0
2024-10-21 12:42:11+00:00,200.0,200.0
2024-10-21 12:42:14+00:00,0.0,200.0
2024-10-21 12:42:16+00:00,0.0,200.0
2024-10-21 12:42:19+00:00,20.0,220.0
2024-10-21 12:42:20+00:00,0.0,220.0
2024-10-21 12:42:23+00:00,100.0,120.0
2024-10-21 12:42:26+00:00,-100.0,20.0
2024-10-21 12:42:30+00:00,-19.0,-19.0
2024-10-21 12:42:31+00:00,-1.0,-20.0
2024-10-21 12:42:36+00:00,95.0,75.0
2024-10-21 12:42:38+00:00,0.0,75.0
2024-10-21 12:42:39+00:00,0.0,75.0
2024-10-21 12:42:40+00:00,0.0,94.0
2024-10-21 12:42:42+00:00,0.0,95.0
2024-10-21 12:43:00+00:00,0.0,0.0
2024-10-21 12:43:02+00:00,0.0,0.0
2024-10-21 12:43:04+00:00,0.0,0.0
2024-10-21 12:43:05+00:00,128.0,128.0
2024-10-21 12:43:06+00:00,0.0,128.0
2024-10-21 12:43:07+00:00,0.0,128.0
2024-10-21 12:43:08+00:00,0.0,128.0
2024-10-21 12:43:09+00:00,0.0,128.0
2024-10-21 12:43:12+00:00,0.0,128.0
2024-10-21 12:43:13+00:00,0.0,128.0
2024-10-21 12:43:18+00:00,0.0,0.0
2024-10-21 12:43:19+00:00,200.0,200.0
2024-10-21 12:43:27+00:00,-50.0,150.0
2024-10-21 12:43:28+00:00,0.0,150.0
2024-10-21 12:43:29+00:00,0.0,-50.0
2024-10-21 12:43:30+00:00,0.0,-50.0
2024-10-21 12:43:31+00:00,0.0,-50.0
2024-10-21 12:43:32+00:00,-135.0,-185.0
2024-10-21 12:43:33+00:00,0.0,-185.0
2024-10-21 12:43:48+00:00,-65.0,-65.0
2024-10-21 12:43:49+00:00,0.0,-65.0
2024-10-21 12:43:54+00:00,0.0,-65.0
2024-10-21 12:43:59+00:00,135.0,135.0
2024-10-21 12:44:00+00:00,0.0,135.0
2024-10-21 12:44:01+00:00,10.0,145.0
2024-10-21 12:44:03+00:00,0.0,145.0
2024-10-21 12:44:10+00:00,80.0,90.0
2024-10-21 12:44:22+00:00,1.0,1.0
2024-10-21 12:44:24+00:00,-90.0,-89.0
2024-10-21 12:44:29+00:00,0.0,-89.0
2024-10-21 12:44:37+00:00,98.0,98.0
2024-10-21 12:44:43+00:00,0.0,98.0
2024-10-21 12:44:44+00:00,0.0,98.0
2024-10-21 12:44:49+00:00,0.0,0.0
2024-10-21 12:44:56+00:00,-100.0,-100.0
2024-10-21 12:44:59+00:00,10.0,-90.0
2024-10-21 12:45:00+00:00,-24.0,-114.0
2024-10-21 12:45:01+00:00,-200.0,-314.0
2024-10-21 12:45:03+00:00,0.0,-314.0
2024-10-21 12:45:04+00:00,15.0,-299.0
2024-10-21 12:45:07+00:00,60.0,-139.0
2024-10-21 12:45:08+00:00,-60.0,-199.0
2024-10-21 12:45:09+00:00,0.0,-209.0
2024-10-21 12:45:10+00:00,0.0,-185.0
2024-10-21 12:45:11+00:00,0.0,15.0
2024-10-21 12:45:16+00:00,0.0,0.0
2024-10-21 12:45:17+00:00,0.0,-60.0
2024-10-21 12:45:39+00:00,0.0,0.0
2024-10-21 12:45:40+00:00,0.0,0.0
2024-10-21 12:45:41+00:00,-200.0,-200.0
2024-10-21 12:45:42+00:00,0.0,-200.0
2024-10-21 12:45:46+00:00,0.0,-200.0
2024-10-21 12:46:00+00:00,0.0,0.0
2024-10-21 12:46:01+00:00,0.0,0.0
2024-10-21 12:46:10+00:00,0.0,0.0
2024-10-21 12:46:12+00:00,21.0,21.0
2024-10-21 12:46:16+00:00,0.0,21.0
2024-10-21 12:46:19+00:00,-21.0,0.0
2024-10-21 12:46:23+00:00,0.0,-21.0
2024-10-21 12:46:25+00:00,0.0,-21.0
2024-10-21 12:46:26+00:00,200.0,179.0
2024-10-21 12:46:30+00:00,1.0,201.0
2024-10-21 12:46:36+00:00,2.0,3.0
2024-10-21 12:46:40+00:00,0.0,2.0
2024-10-21 12:46:42+00:00,0.0,2.0
2024-10-21 12:46:46+00:00,0.0,0.0
2024-10-21 12:46:52+00:00,0.0,0.0
2024-10-21 12:47:00+00:00,0.0,0.0
2024-10-21 12:47:02+00:00,0.0,0.0
2024-10-21 12:47:08+00:00,-83.0,-83.0
2024-10-21 12:47:09+00:00,0.0,-83.0
2024-10-21 12:47:10+00:00,0.0,-83.0
2024-10-21 12:47:11+00:00,0.0,-83.0
2024-10-21 12:47:15+00:00,0.0,-83.0
2024-10-21 12:47:19+00:00,-17.0,-17.0
2024-10-21 12:47:25+00:00,-1.0,-18.0
2024-10-21 12:47:26+00:00,2.0,-16.0
2024-10-21 12:47:27+00:00,0.0,-16.0
2024-10-21 12:47:29+00:00,-200.0,-199.0
2024-10-21 12:47:30+00:00,0.0,-199.0
2024-10-21 12:47:34+00:00,0.0,-199.0
2024-10-21 12:47:37+00:00,0.0,-200.0
2024-10-21 12:47:38+00:00,0.0,-200.0
2024-10-21 12:47:40+00:00,0.0,0.0
2024-10-21 12:48:06+00:00,0.0,0.0
2024-10-21 12:48:08+00:00,128.0,128.0
2024-10-21 12:48:09+00:00,0.0,128.0
2024-10-21 12:48:12+00:00,-100.0,28.0
2024-10-21 12:48:13+00:00,0.0,28.0
2024-10-21 12:48:16+00:00,0.0,28.0
2024-10-21 12:48:19+00:00,28.0,-72.0
2024-10-21 12:48:20+00:00,10.0,-62.0
2024-10-21 12:48:21+00:00,0.0,-62.0
2024-10-21 12:48:26+00:00,2.0,40.0
2024-10-21 12:48:27+00:00,0.0,40.0
2024-10-21 12:48:28+00:00,0.0,40.0
2024-10-21 12:48:30+00:00,0.0,2.0
2024-10-21 12:48:32+00:00,-28.0,-26.0
2024-10-21 12:48:33+00:00,0.0,-26.0
2024-10-21 12:48:36+00:00,0.0,-28.0
2024-10-21 12:48:37+00:00,0.0,-28.0
2024-10-21 12:48:38+00:00,0.0,-28.0
2024-10-21 12:48:40+00:00,0.0,-28.0
2024-10-21 12:48:43+00:00,0.0,0.0
2024-10-21 12:48:45+00:00,0.0,0.0
2024-10-21 12:48:46+00:00,0.0,0.0
2024-10-21 12:48:59+00:00,-28.0,-28.0
2024-10-21 12:49:03+00:00,0.0,-28.0
2024-10-21 12:49:07+00:00,0.0,-28.0
2024-10-21 12:49:08+00:00,0.0,-28.0
2024-10-21 12:49:09+00:00,0.0,0.0
2024-10-21 12:49:10+00:00,40.0,40.0
2024-10-21 12:49:11+00:00,0.0,40.0
2024-10-21 12:49:13+00:00,0.0,40.0
2024-10-21 12:49:14+00:00,0.0,40.0
2024-10-21 12:49:16+00:00,0.0,40.0
2024-10-21 12:49:17+00:00,0.0,40.0
2024-10-21 12:49:20+00:00,0.0,0.0
2024-10-21 12:49:27+00:00,0.0,0.0
2024-10-21 12:49:28+00:00,-128.0,-128.0
2024-10-21 12:49:31+00:00,0.0,-128.0
2024-10-21 12:49:38+00:00,0.0,0.0
2024-10-21 12:49:39+00:00,-41.0,-41.0
2024-10-21 12:49:43+00:00,0.0,-41.0
2024-10-21 12:49:46+00:00,5.0,-36.0
2024-10-21 12:49:47+00:00,-7.0,-43.0
2024-10-21 12:49:48+00:00,-400.0,-443.0
2024-10-21 12:49:49+00:00,-197.0,-599.0
2024-10-21 12:49:58+00:00,-3.0,-200.0
2024-10-21 12:50:00+00:00,0.0,-3.0
2024-10-21 12:50:02+00:00,0.0,-3.0
2024-10-21 12:50:08+00:00,100.0,100.0
2024-10-21 12:50:09+00:00,0.0,100.0
2024-10-21 12:50:11+00:00,0.0,100.0
2024-10-21 12:50:12+00:00,100.0,200.0
2024-10-21 12:50:14+00:00,0.0,200.0
2024-10-21 12:50:15+00:00,40.0,240.0
2024-10-21 12:50:16+00:00,0.0,240.0
2024-10-21 12:50:17+00:00,-20.0,220.0
2024-10-21 12:50:19+00:00,0.0,120.0
2024-10-21 12:50:20+00:00,0.0,120.0
2024-10-21 12:50:22+00:00,0.0,20.0
2024-10-21 12:50:23+00:00,100.0,120.0
2024-10-21 12:50:27+00:00,0.0,100.0
2024-10-21 12:50:30+00:00,100.0,200.0
2024-10-21 12:50:36+00:00,0.0,100.0
2024-10-21 12:50:45+00:00,0.0,0.0
2024-10-21 12:50:49+00:00,0.0,0.0
2024-10-21 12:50:54+00:00,100.0,100.0
2024-10-21 12:50:55+00:00,0.0,100.0
2024-10-21 12:50:58+00:00,100.0,200.0
2024-10-21 12:51:00+00:00,0.0,200.0
2024-10-21 12:51:01+00:00,100.0,300.0
2024-10-21 12:51:03+00:00,0.0,300.0
2024-10-21 12:51:10+00:00,100.0,200.0
2024-10-21 12:51:13+00:00,0.0,100.0
2024-10-21 12:51:17+00:00,-20.0,80.0
2024-10-21 12:51:18+00:00,0.0,80.0
2024-10-21 12:51:22+00:00,100.0,80.0
2024-10-21 12:51:23+00:00,0.0,80.0
2024-10-21 12:51:25+00:00,100.0,180.0
2024-10-21 12:51:26+00:00,0.0,180.0
2024-10-21 12:51:32+00:00,100.0,200.0
2024-10-21 12:51:37+00:00,100.0,200.0
2024-10-21 12:51:39+00:00,0.0,200.0
2024-10-21 12:51:41+00:00,0.0,200.0
2024-10-21 12:51:44+00:00,0.0,100.0
2024-10-21 12:51:45+00:00,-44.0,56.0
2024-10-21 12:51:47+00:00,0.0,-44.0
2024-10-21 12:51:48+00:00,0.0,-44.0
2024-10-21 12:51:49+00:00,-54.0,-98.0
2024-10-21 12:51:53+00:00,140.0,42.0
2024-10-21 12:51:57+00:00,0.0,86.0
2024-10-21 12:52:06+00:00,0.0,0.0
2024-10-21 12:52:14+00:00,0.0,0.0
2024-10-21 12:52:18+00:00,-142.0,-142.0
2024-10-21 12:52:20+00:00,4.0,-138.0
2024-10-21 12:52:21+00:00,0.0,-138.0
2024-10-21 12:52:28+00:00,28.0,32.0
2024-10-21 12:52:29+00:00,0.0,32.0
2024-10-21 12:52:32+00:00,-21.0,7.0
2024-10-21 12:52:40+00:00,0.0,-21.0
2024-10-21 12:52:52+00:00,16.0,16.0
2024-10-21 12:52:54+00:00,-151.0,-135.0
2024-10-21 12:52:57+00:00,-5.0,-140.0
2024-10-21 12:52:59+00:00,400.0,260.0
2024-10-21 12:53:00+00:00,0.0,260.0
2024-10-21 12:53:02+00:00,400.0,644.0
2024-10-21 12:53:11+00:00,-400.0,0.0
2024-10-21 12:53:26+00:00,99.0,99.0
2024-10-21 12:53:28+00:00,0.0,99.0
2024-10-21 12:53:35+00:00,0.0,99.0
2024-10-21 12:53:38+00:00,0.0,0.0
2024-10-21 12:53:42+00:00,0.0,0.0
2024-10-21 12:53:43+00:00,8.0,8.0
2024-10-21 12:53:58+00:00,0.0,0.0
2024-10-21 12:54:00+00:00,0.0,0.0
2024-10-21 12:54:01+00:00,0.0,0.0
2024-10-21 12:54:05+00:00,-11.0,-11.0
2024-10-21 12:54:15+00:00,0.0,0.0
2024-10-21 12:54:23+00:00,11.0,11.0
2024-10-21 12:54:28+00:00,0.0,11.0
2024-10-21 12:54:33+00:00,3.0,3.0
2024-10-21 12:54:41+00:00,25.0,28.0
2024-10-21 12:54:42+00:00,0.0,28.0
2024-10-21 12:54:55+00:00,-25.0,-25.0
2024-10-21 12:54:57+00:00,25.0,0.0
2024-10-21 12:54:58+00:00,0.0,0.0
2024-10-21 12:55:04+00:00,0.0,0.0
2024-10-21 12:55:05+00:00,375.0,400.0
2024-10-21 12:55:07+00:00,11.0,386.0
2024-10-21 12:55:09+00:00,-11.0,375.0
2024-10-21 12:55:12+00:00,400.0,775.0
2024-10-21 12:55:13+00:00,0.0,775.0
2024-10-21 12:55:15+00:00,-11.0,389.0
2024-10-21 12:55:16+00:00,400.0,789.0
2024-10-21 12:55:17+00:00,0.0,778.0
2024-10-21 12:55:20+00:00,0.0,789.0
2024-10-21 12:55:22+00:00,400.0,789.0
2024-10-21 12:55:23+00:00,200.0,989.0
2024-10-21 12:55:24+00:00,0.0,989.0
2024-10-21 12:55:26+00:00,0.0,600.0
2024-10-21 12:55:37+00:00,0.0,0.0
2024-10-21 12:55:42+00:00,0.0,0.0
2024-10-21 12:55:43+00:00,0.0,0.0
2024-10-21 12:55:44+00:00,0.0,0.0
2024-10-21 12:55:49+00:00,4.0,4.0
2024-10-21 12:55:51+00:00,21.0,25.0
2024-10-21 12:56:02+00:00,0.0,0.0
